Quel est l'objet le plus important que tu possedes ?Â 	MidTruth
Qu'est ce qui est bon quand a§a rentre mais difficile quand a§a sert ?Â 	MidTruth
Quel nourriture a tu envie maintenant ?	MidTruth
Tu viens d'arriver en enfer qui est ton guide ?Â 	MidTruth
Quel est un trait de personnalité qui est attirant pour toi ?Â 	MidTruth
Qu'est ce qui parraa®t plus facile qui en l'air ?Â 	MidTruth
A quel film donnerais tu un 10/10 ?	MidTruth
Sur quel jeu a tu passé le plus de temps ?Â 	MidTruth
Quel est ton crush célébrité?Â 	HotTruth
Est ce que tu quitterais ton travail/ tes études pour 100 000e ? Pourquoi /pas ?	MidTruth
Quel est la chose la plus bizarre qu'un professeur de ton école est fait ?	MidTruth
Quel titre de film est encore mieux si tu ajoutes 'dans mon cul' a  la fin ?Â 	MidTruth
Quel est la chose la plus inutile que tu possedes ?Â 	MidTruth
Tu es le pire psychologue de couple quel est ton meilleur conseils ?Â 	MidTruth
Quel est quelque chose de populaire que tu détestes?Â 	MidTruth
Quel film des années 80 a bien vieilli ? 	MidTruth
Qu'est ce qui temet en colere sans raison ?Â 	MidTruth
Si tu devais donner un ordre qu'a  chaque humain doit suivre quel serait-il?	MidTruth
Quel film qui est publiquement acclamé que tu déteste profondément ?Â 	MidTruth
Quel est la pire maniere de retirer ses poils ?Â 	MidTruth
Quand est ce que tu as chanté pour toi pour la derniere fois ?Â 	MidTruth
Qu'est ce qui peut etre dit quand tu baises et aussi pendant un combat de couteau ?Â 	HotTruth
Qu'est ce qui peut etre dit quand tu baises et aussi a  un repas de famille ?Â 	HotTruth
Quel est le pire a¢ge ?Â 	MidTruth
Quel est quelque chose qui est mignon quand tu es un enfant mais bizarre adulte ?Â 	MidTruth
Qu'est ce que tu trouves insuportable quand tu dois passer un appel ?Â 	MidTruth
Comment aimerais tu etre célebre/connu ?Â 	MidTruth
Veux tu faire de la chirurgie esthétique (tout frais payer avec 100% de réussite) ?	MidTruth
Si tu avais unclone que ferais tu ?Â 	MidTruth
Y-a-t-il un culte qui a pour toi de tres bons arguments ?Â 	MidTruth
Comment dépenserais tu t'on argent si tu avais 1 millions e ?Â 	MidTruth
Avec qui tu aimerais te réconcillier ?Â 	MidTruth
Quel est la personne du groupe qui a le plus de chance de finir en prison ?Â 	MostLikely
Si tu étais président quel serais tes actions ?Â 	MidTruth
Nomme une chose pour laquelle tu pourrais aller au pays ?Â 	MidTruth
Qu'est ce que tu aimerais apprendre ou essayer ?Â 	MidTruth
Quel sont tes complexes ?Â 	DeepTruth
Quelle est la chose la plus folle que tu es faites par amour ?Â 	HotTruth
Tu peux écouter une musique avant que tu meurs quel serait-elle ?Â 	MidTruth
Quel est la chose la plus plaisante (non sexuel non drogue) qu'un humain peut vivre ?Â 	MidTruth
Quel personnage de fiction tu es heureux qu'il n'existe pas ?Â 	MidTruth
Qu'est ce qu'est l'enfer pour toi ?Â 	DeepTruth
Qu'est ce que le paradis pour toi ?Â 	DeepTruth
Comment vois tu la vie apres la mort ?Â 	DeepTruth
Qu'est ce qui te tuerais de honte ?Â 	MidTruth
Quel est ton obsessions du moment ?Â 	MidTruth
Ou te vois tu dans 20 ans ?Â 	MidTruth
Que serais tu capable de faire pour avoir ta carriere de reve ?Â 	MidTruth
Que ferais tu si tu étais invisible ?Â 	MidTruth
Si tu étais né au moyen a¢ge que serais tu devenu ?Â 	MidTruth
Comment anéantirais tu ton pire ennemie ?	MidTruth
Terappelle tu d'une chose sur le web/électronique qui est aujourd'hui obsolete?Â 	MidTruth
Quelle est ta peur la plus profonde et la plus sombre ?Â 	DeepTruth
Quel est la meilleure chose qui t'es arrivé ce mois-ci ?Â 	MidTruth
Quandvous étiez enfant quel été ton métier de reve ?Â 	MidTruth
Si tu étais le descendant d'un tortionnaire (ex:hitler) est ce que tu décideras de ne pas avoirÂ d'enfant pour stopper sa linée ?Â 	MidTruth
Quel BO illustre le mieux ta vie ?Â 	MidTruth
Mordille l'oreille de ton voisin 	DareHot
Fais un massage a  la personne en face de toi	DareHot
Qui sera marié avant 4 ans ?	MostLikely
Combien de positions maa®trises-tu?	HotTruth
As-tu déja  fait un strip poker ?	HotTruth
Pour combien danses tu nu maintenant tout de suite ? 	HotTruth
As-tu déja  envoyé des nudes ?	HotTruth
Combien de nudes penses-tu que ton voisin as envoyé ?	HotTruth
Es-tu une personne jalouse?	MidTruth
Quel est ton record de temps au lit ?	MidTruth
Quel sont tes lieux préférés pour tes plaisirs onaniques ?	HotTruth
Quel est le secret le plus dérangeant que tu as découvert sur une personne proche de toi ? 	DeepTruth
Quel est ton turn off immédiat ? 	HotTruth
Quel est ton instant turn on ? 	HotTruth
Quelle est la chose la plus tordue que vous ayez vue faire a  un ami ?	MidTruth
Quel est un trait de personnalité qui rends une personne instantanément glauque ? 	MidTruth
Quel est une regle que tu t'imposes pour un premier rencard ? 	HotTruth
A quel point le sexe est important dans une relation pour toi ? 	HotTruth
Pourrais tu sortir avec quelqu'un qui avait une libido opposé a  la tienne ? 	HotTruth
Avec quel genre de personne ne pourrais tu jamais sortir ? 	HotTruth
Est ce que la beauté est importante quand tu dates ? 	HotTruth
Est ce que le handicape est un frein pour que tu sortes avec une personne ? 	HotTruth
Pourrais tu sortir avec une personne trans ? 	HotTruth
Quel vilain de fiction te turn on immédiatement ? 	HotTruth
Quel a été la fois ou tu as été le plus bourré ? 	MidTruth
Pizza or Burger 	Competition
Quel est ton hobby préféré ? 	MidTruth
Toute les personnes qui ont des lunettes boivent	Rules
Tout le monde t'offres leur verre. Choisissant un et bois le 	DareAssis
Les personnes qui ont un chien boivent 	Rules
Je ne me suis jamais pris un rateau 	NeverHaveIEver
Je n'ai jamais essayé de faire un ca¢lin avec un coup d'un soir et mettre fais reffuser 	NeverHaveIEver
Je n'ai jamais expérimenter avec l'anal 	NeverHaveIEver
Je ne me suis jamais fait chier pendant une partie de jambe en l'air	NeverHaveIEver
Est ce que tu t'es déja  ennuyé pendant un coup d'un soir ? 	HotTruth
Le plus a  meme d'etre dans un groupe 	MostLikely
Qui est la personne qui brisera le plus de coeur ? 	MostLikely
Qui est la personne qui possede au moins un compte premium pornhub ? 	MostLikely
Qui est la personne qui donne des surnom le plus facilement ? 	MostLikely
Qui est la personne la plus dépensiere ? 	MostLikely
Qui est le plus a  meme de mentir pour ne pas aller au travail ? 	MostLikely
Qui est celui qui mourra le premier? 	MostLikely
Qui est la personne la plus suceptible d'etre une porn star ? 	MostLikely
Qui est la folle au chat du groupe ? 	MostLikely
Qui est la personne la plus prude ici ? 	MostLikely
Qui est la personne la plus suceptible d'avoir une promotion canapé ? 	MostLikely
Qui est le personne qui se douche le moins ? 	MostLikely
Qui est la personne la plus suceptible d'etre modérateur sur un forum de jeux vidéos ? 	MostLikely
As-tu déja  payé pour du porno ? 	HotTruth
A quel a¢ge penses tu que tu vas mourir ? 	DeepTruth
Qui est la personne qui se ferait le plus facilement raquetter 	MostLikely
Qui est la personne qui pleure quand elle regarde un film d'amour ? 	MostLikely
Qui est la personne la plus suceptible de tomber enceinte d'un coup d'un soir et de garder l'enfant ? 	MostLikely
Qui est le plus susceptible de filmer son partenaire lors d'un rapport sexuel a  son insu ?	MostLikely
Qui est le plus susceptible de péter en public ?	MostLikely
Qui est le plus susceptible d'aimer l'analité ?	MostLikely
Qui est le plus susceptible de sortir avec quelqu'un qui a des enfants ?	MostLikely
Qui est le plus susceptible d'avoir des relations sexuelles avec un collegue de travail ?	MostLikely
Qui est le plus susceptible de s'offrir un cadeau d'anniversaire coa»teux ?	MostLikely
Qui est le plus susceptible de ne pas pouvoir passer une journée sans Internet ?	MostLikely
Qui est le plus susceptible de nettoyer les toilettes jusqu'a  la fin de ses jours ?	MostLikely
Qui a le plus de chances d'avoir le QI le plus bas ?	MostLikely
Qui a le plus de chances de ne jamais etre invité a  une fete d'anniversaire ?	MostLikely
Qui a le plus de chances d'épouser une personne a¢gée et riche pour son argent ?	MostLikely
Qui a le plus de chances d'espérer s'envoyer en l'air aujourd'hui ?	MostLikely
Qui a le plus de chances d'entendre des voix dans sa tete ?	MostLikely
Qui est le plus susceptible d'etre un terrible vice-président ?	MostLikely
Qui a le plus de chances de devenir chroniqueur de ragots ?	MostLikely
Qui a le plus de chances de ne recevoir aucun cadeau a  Noa«l ?	MostLikely
Qui est le plus susceptible d'etre cliniquement déprimé ?	MostLikely
Qui a le plus de chances d'etre un mauvais flic ?	MostLikely
Qui a le plus de chances de se faire greffer un visage ?	MostLikely
Qui a le plus de chances d'etre un extraterrestre ?	MostLikely
Qui est le plus susceptible d'etre victime d'une fraude ?	MostLikely
Qui est le plus susceptible d'éviter ses problemes de vie en faisant la fete a  outrance ?	MostLikely
Qui est le plus susceptible de pleurer en état d'ébriété ?	MostLikely
Qui est le plus susceptible d'attraper une MST ?	MostLikely
Qui est le plus susceptible de bander a  la table du petit-déjeuner avec sa famille ?	MostLikely
La taille a-t-elle une importance ?	HotTruth
Quand vous etes-vous masturbé pour la derniere fois ?	HotTruth
Quand vous etes-vous masturbé pour la premiere fois ?	HotTruth
Quelles sont les limites que vous ne pouvez pas franchir au lit ?	HotTruth
Quel est le geste sexuel emblématique que vous faites mieux que n'importe qui d'autre ?	HotTruth
Quelle est la chose la plus aventureuse que vous aimeriez que l'on vous fasse ?	HotTruth
Faire quatre roues de charrette d'affilée.	DareDebout
Jouer le ra´le de Roméo dans "Roméo et Juliette" (choisissez la personne que vous voulez voir jouer le ra´le de Juliette).	DareDebout
Leche le mur ou la table. a€ vous de choisir.	DareDebout
Se plier en bretzel.	DareDebout
Utilisez votre pantalon comme chemise et votre chemise comme pantalon. Mettez vos chaussettes sur vos mains et courez pendant 30 secondes.	DareDebout
Embrassez tous les animaux de la piece.	DareDebout
Faites faire le tour de la salle a  un membre du groupe en le prenant a  dos de cochon.	DareDebout
Faire 50 sauts d'obstacles.	DareDebout
Se lever et faire un discours politique devant les autres joueurs.	DareDebout
Essayer de jongler avec trois objets trouvés dans cette piece.	DareDebout
Lécher un savon.	DareDebout
En talons hauts, faire un strip-tease pour le groupe.	DareHot
Faites tourner la bouteille (ou tout autre objet). Quelle que soit la personne sur laquelle elle tombe, vous devez lui enlever sa chemise en vous servant uniquement de vos dents.	DareHot
Parier avec quelqu'un sur une gifle.	DareHot
Sucez le doigt de la personne a  votre droite.	DareHot
Faire un strip-tease sexy, en n'enlevant que ses chaussettes.	DareHot
Faire un massage des pieds	DareHot
Faire un sua§on a  l'un des joueurs.	DareHot
Faire une partie du jeu "Kiss - Fuck - Marry".	DareHot
Prenez un bonbon, mettez-le dans votre bouche et essayez de le déballer avec un autre joueur.	DareHot
Frottez les jambes du joueur de gauche avec les va´tres.	DareHot
Embrassez tous les animaux de la piece.	DareHot
Les yeux bandés, tourner sur soi-meme pendant 10 secondes, embrasser la personne devant soi a  la fin de la rotation.	DareHot
Donnez une fessée au joueur qui a les fesses a  droite.	DareHot
Embrassez le joueur devant votre oreille.	DareHot
Avoir les yeux bandés et etre chatouillé pendant une minute.	DareHot
Prendre de la poudre et frapper la personne a  votre gauche sur la joue.	DareHot
Mettre de la creme fouettée sur le nez de quelqu'un et l'embrasser pour nettoyer.	DareHot
Embrasser deux autres joueurs de votre choix sur la bouche.	DareHot
Massez les épaules de votre voisin.	DareHot
Mettre du savon sur sa langue	DareAssis
Réaliser un tir sans utiliser ses mains.	DareAssis
Faire une imitation de quelqu'un jusqu'a  ce qu'un autre joueur puisse deviner qui vous etes	DareAssis
Réciter la table de multiplication de 2	DareAssis
Raconter la blague la plus choquante que vous connaissez.	DareAssis
Lancer une fausse rumeur sur un autre joueur et l'envoyer par SMS a  l'un de vos amis.	DareAssis
Manger une cuillere de sauce piquante	DareAssis
Poses une cuillere en équilibre sur son nez pendant 10 secondes.	DareAssis
Racontes des blagues jusqu'a  ce que tous les joueurs rient.	DareAssis
Dites "ya heard meh" apres tout ce que vous dites pendant les 5 prochaines minutes.	Rules
Appelez le joueur le plus a¢gé "Votre Majesté" pendant 5 tours.	Rules
Quelle est la chose que tu trouves le plus mignon chez la personne a  ta gauche ?	MidTruth
Who is the most dramatic person in the group?	
Who is most likely to enjoy eating raw meat?	
Who is most likely to feed and adopt stray animals?	
Who is most likely to go on spontaneous road trips?	
Who is most likely to be a gambler?	
Who is most likely to donate their entire salary or money to charity?	
Who is most likely to have a one-night stand?	
Who is most likely to enjoy skinny dipping?	
Who is most likely to be in a friend-with-benefits situation?	
What is the craziest thing you've done to try and impress someone?	
Who do you think is the most annoying person in this room, and why?	
Rate yourself from 1-10 on how attractive you think you are!	
Would you like to cuddle with the person on your left?	
Are you into toys for adults? If yes, what is your favorite one?	
What is the worst cheating story you've ever heard?	
How and when was your first time?	
What is the question you're most afraid to answer honestly?	
Who would you choose if you had to murder three people in the world?	
What is the most exciting dream you have ever had?	
Point to two people in the room who will most likely make out by the night's end!	
Have you ever worn the same clothes for over three days?	
Would you prefer to date someone younger or older than you?	
What is your worst date experience so far?	
Would you ever consider having an open relationship?	
Describe the most romantic date you've ever had.	
How can someone earn your forgiveness if they have wronged you in the past?	
What are some of your biggest fears regarding dating and relationships?	
What lies have you told that hurt someone?	
What lies  you discovered and hurt you?	
What is the one thing you would never give up, no matter what?	
Where is the weirdest place you've ever done something naughty?	
What was the most intimate experience you've ever had with someone in this room?	
What is an instant deal breaker for you?	
See how many ice cubes you can fit in your mouth.	
Kiss one player of your choice for 5 minutes.	
Choose a player and smell their feet for 10 seconds.	
Pair up with another player. You are now a couple for the rest of the night.	Rules
Show everything that is in your purse or backpack.	
Drink a shot from the player's belly button on your left!	
Give another player a foot massage using only your feet.	
Pole dance with an imaginary pole.	
Speak like a gangster for the next 5 minutes.	Rules
Recreate the best kiss you've ever had with one player of your choice.	
Imitate your favorite emoji.	
Demonstrate how you want to be kissed.	
Never have I ever ghosted someone.	
Never have I ever liked someone who didn't like me back.	
Never have I ever attended a concert in person.	
